elite,gamma,new_gamma,yty_gamma,diff,name,party,infor
21619519,-0.151071197,-0.231189351,-0.20292606,-0.028263291,Joe Scarborough,R,Joe Scarborough - Political commentator and television host (Not a politician)
2167097881,-0.245964658,-0.129719592,-0.128819992,-9.00E-04,Sen. Cory Booker,D,Sen. Cory Booker - Democrat (Senator)
216776631,-0.228367509,-0.159954185,-0.140840606,-0.019113579,Bernie Sanders,D,Bernie Sanders - Independent (Senator)
216881337,0.326492756,0.303062109,0.367262905,-0.064200796,Rand Paul,R,Rand Paul - Republican (Senator)
217543151,0.384007952,0.197746912,0.222562604,-0.024815692,Tim Scott,R,Tim Scott - Republican (Senator)
21829541,0.51503973,0.264246331,0.295253712,-0.031007381,NRA,R,NRA (National Rifle Association) - Advocacy organization (Not a political entity)
21878732,0.057752556,0.003852311,-0.005306959,0.00915927,Sarah Isgur,R,Sarah Isgur - Republican political commentator and strategist (Not a politician)
219429281,-0.167022284,-0.099745531,-0.103443009,0.003697478,Adam Kinzinger,R,Adam Kinzinger - Republican (Former Congressman)
21982720,-0.197501253,-0.204619433,-0.178901188,-0.025718245,Arianna Huffington,R,Arianna Huffington - Businesswoman and founder of HuffPost (Not a politician)
22044727,-0.234161728,-0.078434976,-0.083527855,0.005092879,Senator Amy Klobuchar,D,Senator Amy Klobuchar - Democrat (Senator)
22055226,0.531885467,0.25787501,0.278286908,-0.020411898,Louie Gohmert,R,Louie Gohmert - Republican (Former Congressman)
221162525,0.047121431,0.006361599,0.001047755,0.005313844,Senator Pat Toomey,R,Senator Pat Toomey - Republican (Former Senator)
2218177956,0.053826157,0.007514222,0.002093792,0.00542043,Jesse Ventura,I,Jesse Ventura - Independent (Former Governor of Minnesota)
22203756,0.248719243,0.244310603,0.324876217,-0.080565614,Mike Pence,R,Mike Pence - Republican (Former Vice President)
22207878,-0.058920252,-0.002898467,-0.012786155,0.009887688,Chris Wallace,D,Chris Wallace - Journalist and television host (Not a politician)
22229397,0.464867672,0.042732293,0.030331491,0.012400802,Sen. Chris McDaniel,R,Sen. Chris McDaniel - Republican (Former Mississippi State Senator)
2228878592,-0.14804737,-0.181554558,-0.160345717,-0.021208841,Andrew Yang🧢⬆️🇺🇸,D,Andrew Yang________ - Democrat (Former Presidential candidate)
22362095,0.400297098,0.043497419,0.028015058,0.015482361,"Rev. Bryan Fischer - Host, Bryan Fischer Podcast",R,"Rev. Bryan Fischer - Host, Bryan Fischer Podcast - Conservative radio host (Not a politician)"
224285242,-0.178550013,-0.116997228,-0.116727645,-2.70E-04,Michael Bennet,D,Michael Bennet - Democrat (Senator)
22545453,-0.112055784,-0.04380902,-0.042890004,-9.19E-04,RAND Corporation,D,RAND Corporation - Think tank (Not a political entity)
22545491,0.138504571,0.021952954,0.004667978,0.017284976,Ken Calvert,R,Ken Calvert - Republican
2255182597,-0.061884443,-0.063570741,-0.05996547,-0.003605271,George F. Will,R,George F. Will - Conservative political commentator and writer (Not a politician)
225921757,0.217680566,0.055052283,0.045734485,0.009317799,Sen. James Lankford,R,Sen. James Lankford - Republican (Senator)
226222147,-0.247157224,-0.391891087,-0.351671979,-0.040219108,Pete Buttigieg,D,"Pete Buttigieg - Democrat (Former Mayor of South Bend, Indiana)"
22669526,-0.208996616,-0.054328035,-0.064532855,0.01020482,Rep. Gwen Moore,D,Rep. Gwen Moore - Democrat
22689128,0.607552427,0.08908997,0.084018001,0.005071968,Bill Whittle,R,Bill Whittle - Conservative political commentator (Not a politician)
22703645,0.47759182,0.474469926,0.56435479,-0.089884865,Tucker Carlson,R,Tucker Carlson - Conservative political commentator and television host (Not a politician)
22799750,-0.214826479,-0.244307861,-0.224791621,-0.019516241,Christopher C. Cuomo,D,Christopher C. Cuomo - Journalist and television host (Not a politician)
22812754,-0.156457479,-0.043083371,-0.055841532,0.012758161,Rep. Gregory Meeks,D,Rep. Gregory Meeks - Democrat
22819336,-0.277457174,-0.040407232,-0.052024641,0.011617409,Clay 'Critical Thinking Theory' Cane,D,Clay 'Critical Thinking Theory' Cane - Political commentator and writer (Not a politician)
22831059,0.300311711,0.043419741,0.028765058,0.014654683,Senator Cynthia Lummis,R,Senator Cynthia Lummis - Republican (Senator)
228747444,0.368357545,0.111533945,0.119959093,-0.008425148,Juan Williams,D,Juan Williams - Political commentator and television host (Not a politician)
229197216,0.213649611,0.033642297,0.019499713,0.014142584,Rep. David Schweikert,R,Rep. David Schweikert - Republican
22928810,0.531535788,0.163196252,0.167520846,-0.004324594,Will Cain,R,Will Cain - Conservative political commentator and television host (Not a politician)
22956220,0.641036988,0.361493418,0.393747935,-0.032254517,Tammy Bruce,R,Tammy Bruce - Conservative political commentator and radio host (Not a politician)
229966028,0.206883883,0.048832964,0.045196924,0.00363604,Senator Rubio Press,R,Senator Rubio Press - Republican (Senator Marco Rubio's press office)
23022687,0.361124931,0.3683252,0.445363423,-0.077038223,Ted Cruz,R,Ted Cruz - Republican (Senator)
2303751216,-0.204394107,-0.193745923,-0.177784377,-0.015961546,FiveThirtyEight,I,FiveThirtyEight - Data journalism website (Not a political entity)
23124635,0.166149447,0.026276644,0.011346437,0.014930208,Rep. Tom Cole,R,Rep. Tom Cole - Republican
231510077,-0.252582766,-0.160990918,-0.164316035,0.003325118,Joaquin Castro,D,Joaquin Castro - Democrat
23176276,0.044671685,0.003256845,0.019464991,-0.016208145,Meghan McCain,R,Meghan McCain - Political commentator and television host (Not a politician)
2317921,-0.259256043,-0.036375345,-0.047772796,0.01139745,John Moe,D,John Moe - Information not available (may refer to various individuals)
232901331,0.588177514,0.50629124,0.579256779,-0.072965539,Dan Bongino,R,Dan Bongino - Conservative political commentator and former Secret Service agent (Not a politician)
232992031,-0.130867317,-0.021757347,-0.036124503,0.014367156,Congressman Bill Keating,D,Congressman Bill Keating - Democrat
233484761,0.381531935,0.115350909,0.127358541,-0.012007632,Charles C. W. Cooke,R,Charles C. W. Cooke - Conservative political commentator and writer (Not a politician)
23359675,-0.169965436,-0.006180127,-0.020310739,0.014130612,Ronn Owens,D,Ronn Owens - Radio host (Not a politician)
233693291,0.251822527,0.042508362,0.023608196,0.018900166,Rep. Rick Crawford,R,Rep. Rick Crawford - Republican
233737858,0.370964124,0.137011992,0.14173374,-0.004721748,Senator Ron Johnson,R,Senator Ron Johnson - Republican (Senator)
233949261,0.145106062,0.027164584,0.006384995,0.020779589,Rep. Bill Huizenga,R,Rep. Bill Huizenga - Republican
234014087,-0.215660937,-0.083362839,-0.090712426,0.007349587,Rep. Frederica Wilson,D,Rep. Frederica Wilson - Democrat
234057152,0.168082456,0.028597792,0.013347227,0.015250565,Morgan Griffith,R,Morgan Griffith - Republican
234128524,0.126535502,0.024366336,0.013272869,0.011093467,Senator Todd Young,R,Senator Todd Young - Republican (Senator)
234374703,0.005768288,-0.032108614,-0.029089391,-0.003019223,Senator Joe Manchin,D,Senator Joe Manchin - Democrat (Senator)
234469322,0.191994639,0.028904288,0.011723271,0.017181017,Rep. Steve Womack,R,Rep. Steve Womack - Republican
234540332,0.430505179,0.070179873,0.066531968,0.003647905,Michael Barone,R,Michael Barone - Political commentator and writer (Not a politician)
2347049341,-0.224118917,-0.190187577,-0.179087147,-0.01110043,Vox,D,Vox - News and opinion website (Not a political entity)
234797704,0.187680907,0.030733377,0.013518842,0.017214534,Rep. Austin Scott,R,Rep. Austin Scott - Republican
234812598,0.142093528,0.023528997,0.005029416,0.01849958,"Larry Bucshon, MD",R,"Larry Bucshon, MD - Republican (Former Congressman)"
235190657,0.231463725,0.03686158,0.018907796,0.017953784,Chuck Fleischmann,R,Chuck Fleischmann - Republican
2352629311,0.540789727,0.288442884,0.314846783,-0.026403899,Josh Hawley,R,Josh Hawley - Republican (Senator)
235312723,0.279747717,0.04410699,0.023159835,0.020947155,Scott DesJarlais,R,Scott DesJarlais - Republican
23600262,-0.240483892,-0.06569754,-0.07583356,0.010136019,Eleanor #DCStatehood Holmes Norton,D,"Eleanor Holmes Norton - Democrat (Delegate to Congress for Washington, D.C.)"
236279233,-0.183008736,-0.036267309,-0.048129539,0.01186223,Rep. Norma Torres,D,Rep. Norma Torres - Democrat
236511574,-0.158910956,-0.069527618,-0.074638522,0.005110904,Senator Gary Peters,D,Senator Gary Peters - Democrat (Senator)
2371339658,-0.2431008,-0.063703599,-0.072643702,0.008940102,Rep. Jimmy Gomez,D,Rep. Jimmy Gomez - Democrat
237299871,0.578083591,0.106429257,0.098898319,0.007530938,Mo Brooks,R,Mo Brooks - Republican (Former Congressman)
237750442,0.167714397,0.029356348,0.014741503,0.014614845,Archive: Rep. Steve Chabot,R,Archive: Rep. Steve Chabot - Republican (Former Congressman)
237763317,0.244715361,0.043058151,0.024487539,0.018570612,Archive: Rep. Vicky Hartzler,R,Archive: Rep. Vicky Hartzler - Republican (Former Congresswoman)
237862972,0.152775332,0.023101887,0.005766551,0.017335336,Rep. Tim Walberg,R,Rep. Tim Walberg - Republican
23865382,-0.195008956,-0.103924885,-0.1069875,0.003062615,Ana Kasparian,D,Ana Kasparian - Political commentator and host (Not a politician)
2393323908,0.657007576,0.295235381,0.316931575,-0.021696194,CJ Pearson,R,CJ Pearson - Political commentator and activist (Not a politician)
23970102,0.437213381,0.389975211,0.465766138,-0.075790927,Bill O'Reilly,R,Bill O'Reilly - Political commentator and television host (Not a politician)
239949176,-0.233764698,-0.11101933,-0.11789144,0.00687211,Congressmember Bass,D,"Congressmember Bass - Karen Bass, Democrat (Former Congresswoman)"
240107748,0.071510318,0.003484372,0.004611772,-0.0011274,David French,R,David French - Conservative political commentator and writer (Not a politician)
240393970,0.426291992,0.092662542,0.079335974,0.013326567,Rep. Jeff Duncan,R,Rep. Jeff Duncan - Republican
240427862,0.139455138,0.023743837,0.008532242,0.015211595,David B. McKinley,R,David B. McKinley - Republican
240760644,0.48173402,0.160330225,0.157274204,0.003056021,"Rep. Paul Gosar, DDS",R,"Rep. Paul Gosar, DDS - Republican"
240812994,-0.203961891,-0.07659652,-0.084386271,0.007789751,Yvette D. Clarke,D,Yvette D. Clarke - Democrat
24195214,-0.209359331,-0.0583521,-0.067960486,0.009608386,Jan Schakowsky,D,Jan Schakowsky - Democrat
242426145,-0.16536434,-0.068895406,-0.078241374,0.009345968,Rep. Jim McGovern,D,Rep. Jim McGovern - Democrat
242555999,-0.200741099,-0.179114651,-0.177377678,-0.001736973,Sheldon Whitehouse,D,Sheldon Whitehouse - Democrat (Senator)
24258355,-0.05711369,-0.026929075,-0.030524588,0.003595513,Abby Martin,D,Abby Martin - Political commentator and activist (Not a politician)
242772524,0.147921228,0.018862822,0.003682827,0.015179994,Frank Lucas,R,Frank Lucas - Republican
242836537,-0.179243089,-0.118322914,-0.121301626,0.002978711,Sen. Patrick Leahy,D,Sen. Patrick Leahy - Democrat (Senator)
242926427,-0.103310213,-0.033725749,-0.043075761,0.009350011,Jaime Herrera Beutler,R,Jaime Herrera Beutler - Republican
243291022,-0.189130763,-0.094247336,-0.098470858,0.004223523,David Gergen,R,David Gergen - Political commentator and professor (Not a politician)
243690703,-0.176741606,-0.008149697,-0.020226291,0.012076593,Santita Jackson,I,Santita Jackson - Radio host and political commentator (Not a politician)
24414384,-0.113141967,-0.002049793,-0.012289933,0.01024014,Barbara Olson,R,Barbara Olson - Information not available (may refer to various individuals)
244328801,-0.291535466,-0.083122846,-0.094396256,0.01127341,Charles Goyette 🇺🇦,D,Charles Goyette ____ - Political commentator and author (Not a politician)
245451804,-0.105544592,-0.027239234,-0.038472664,0.011233429,Rep. Jim Costa,D,Rep. Jim Costa - Democrat
2467791,-0.177366224,-0.402275335,-0.319584495,-0.08269084,The Washington Post,D,The Washington Post - News organization (Not a political entity)
247334603,-0.17799813,-0.188510702,-0.178697119,-0.009813583,Senator Dick Durbin,D,Senator Dick Durbin - Democrat (Senator)
24735461,0.228257531,0.040629944,0.025416725,0.015213219,Pete Sessions,R,Pete Sessions - Republican
24745957,-0.194857347,-0.047304174,-0.056738101,0.009433927,Rep. Hank Johnson,D,Rep. Hank Johnson - Democrat
2480268229,0.662918219,0.347647337,0.380676295,-0.033028958,Brandon Tatum,R,Brandon Tatum - Political commentator and activist (Not a politician)
248735463,-0.251597927,-0.169384749,-0.168599311,-7.85E-04,Rep. Barbara Lee,D,Rep. Barbara Lee - Democrat
24889586,-0.267252709,-0.170454802,-0.171068303,6.14E-04,THE PERSUADERS by Anand Giridharadas,D,THE PERSUADERS by Anand Giridharadas - Book author (Not a politician)
24913074,-0.232805468,-0.123304934,-0.131992615,0.008687681,Jackie Speier,D,Jackie Speier - Democrat
249348006,-0.140649241,-0.043054309,-0.054101245,0.011046936,Rep. Anna G. Eshoo,D,Rep. Anna G. Eshoo - Democrat
249410485,-0.103760462,-0.023373979,-0.036371034,0.012997054,"Sanford Bishop, Jr.",D,"Sanford Bishop, Jr. - Democrat"
249547283,-0.230906134,-0.050892553,-0.061955082,0.01106253,Michael Brooks,D,Michael Brooks - Political commentator and podcast host (Not a politician)
249787913,-0.109158637,-0.056341687,-0.062017107,0.00567542,Senator Tom Carper,D,Senator Tom Carper - Democrat (Senator)
250188760,-0.168256108,-0.151538294,-0.148116514,-0.00342178,Ron Wyden,D,Ron Wyden - Democrat (Senator)
25086658,0.240874757,0.0355732,0.021407875,0.014165325,Bill Posey,R,Bill Posey - Republican
25101996,0.508258757,0.41988312,0.483336309,-0.063453189,Kimberly Guilfoyle,R,Kimberly Guilfoyle - Political commentator and television host (Not a politician)
25160172,-0.272384476,-0.039893116,-0.052081424,0.012188309,Nancy Giles,I,Nancy Giles - Actress and commentator (Not a politician)
252249233,-0.150728133,-0.029769313,-0.042245015,0.012475702,Peter DeFazio,D,Peter DeFazio - Democrat
252819323,0.099558978,0.014414116,-0.001932773,0.016346889,Tom Reed,R,Tom Reed - Republican (Former Congressman)
253712142,-0.284458556,-0.147523227,-0.149799028,0.002275801,Jordan Klepper,I,Jordan Klepper - Political satirist and comedian (Not a politician)
254036748,0.120748586,0.010253629,0.007960335,0.002293294,P. J. O'Rourke,D,P. J. O'Rourke - Political commentator and humorist (Not a politician)
254082173,0.256348719,0.03557402,0.019579488,0.015994532,Joe Wilson,R,Joe Wilson - Republican
25429371,0.518619634,0.314648084,0.349757573,-0.035109489,Katrina Pierson,R,Katrina Pierson - Republican political consultant
25694156,-0.232259631,-0.101821434,-0.10890963,0.007088196,John Iadarola,D,John Iadarola - Political commentator and host (Not a politician)
257886199,-0.071981347,-0.024292455,-0.036105802,0.011813346,Mona Charen,R,Mona Charen - Political commentator and columnist (Not a politician)
258900199,-0.205568338,-0.075886181,-0.08490158,0.009015399,Carolyn B. Maloney,D,Carolyn B. Maloney - Democrat
259001548,0.578318107,0.469459898,0.535517731,-0.066057833,Kayleigh McEnany,R,Kayleigh McEnany - Republican (Former White House Press Secretary)
26051676,0.141629768,0.023849588,0.00753421,0.016315378,Gus Bilirakis,R,Gus Bilirakis - Republican
264219447,0.142678186,0.03085099,0.023694456,0.007156534,Senator Roger Wicker,R,Senator Roger Wicker - Republican (Senator)
26424123,0.192876867,0.039320994,0.02449081,0.014830184,Michael McCaul,R,Michael McCaul - Republican
264361128,0.634721119,0.369938055,0.405078483,-0.035140428,Liz Wheeler,R,Liz Wheeler - Political commentator (Not a politician)
26487169,0.416899353,0.36864719,0.423913014,-0.055265823,Lou Dobbs,R,Lou Dobbs - Political commentator and television host (Not a politician)
2649599131,0.241353154,0.020533128,0.00794565,0.012587478,Richard Brookhiser,R,Richard Brookhiser - Political commentator and writer (Not a politician)
26637348,0.277266869,0.143629472,0.174598088,-0.030968616,Tulsi Gabbard 🌺,D,Tulsi Gabbard - Democrat (Former Congresswoman)
267938462,-0.181648775,-0.071448253,-0.081601021,0.010152768,Rep. Zoe Lofgren,D,Rep. Zoe Lofgren - Democrat
26808497,0.569762046,0.083838819,0.072165927,0.011672892,Lars Ultra MAGA Larson,R,Lars Ultra MAGA Larson - Information not available (may refer to various individuals)
2696643955,0.110532357,0.013030626,-0.001660724,0.01469135,Rep. John Moolenaar,R,Rep. John Moolenaar - Republican
27000730,0.576672486,0.328962825,0.363164014,-0.034201189,Tim Pool,R,Tim Pool - Political commentator and journalist (Not a politician)
2724095695,-0.285395884,-0.174814501,-0.176050682,0.001236181,Rep. Stacey Plaskett,D,Rep. Stacey Plaskett - Democrat (Former Delegate to Congress for the U.S. Virgin Islands)
272482466,0.168827186,0.020600283,0.007247277,0.013353006,Rep. Jay Obernolte,R,Rep. Jay Obernolte - Republican
27311044,0.458651936,0.383278486,0.448318547,-0.06504006,Dana Perino,R,Dana Perino - Political commentator and television host (Not a politician)
27382597,0.518769167,0.140961819,0.14485855,-0.003896731,Bernard Goldberg,R,Bernard Goldberg - Political commentator and writer (Not a politician)
27386099,-0.24086701,-0.083904962,-0.094279327,0.010374365,Chris Hahn,D,Chris Hahn - Political commentator and radio host (Not a politician)
275451635,0.500574632,0.138323133,0.142859237,-0.004536104,heather nauert,R,Heather Nauert - Former State Department spokesperson (Not a politician)
27574912,-0.02254065,0.004289884,-0.007947288,0.012237173,Christine O'Donnell,R,Christine O'Donnell - Republican (Former Senate candidate)
27676828,0.198095909,0.029690517,0.012899881,0.016790636,Patrick McHenry,R,Patrick McHenry - Republican
27744185,0.476564715,0.250228932,0.292052396,-0.041823464,Charles Krauthammer (1950-2018) In Memoriam,I,Charles Krauthammer (1950-2018) In Memoriam - Political commentator and writer (Not a politician)
278124059,-0.173836826,-0.194803867,-0.184170376,-0.010633491,Richard Blumenthal,D,Richard Blumenthal - Democrat (Senator)
278145569,0.507079725,0.220141955,0.233347465,-0.01320551,Sen. Marsha Blackburn,R,Sen. Marsha Blackburn - Republican (Senator)
27901418,-0.11646893,-0.059801611,-0.057025592,-0.002776019,Candy Crowley,D,Candy Crowley - Former CNN anchor (Not a politician)
27973524,0.113628728,0.016505863,0.005355886,0.011149977,Alice Stewart,R,Alice Stewart - Political commentator and consultant (Not a politician)
2800581040,-0.196232405,-0.222453359,-0.209513093,-0.012940266,Bill Kristol,R,Bill Kristol - Political commentator and writer (Not a politician)
280704663,0.555054209,0.102044255,0.100093184,0.001951071,Oliver North,R,Oliver North - Political commentator and former Marine Corps officer (Not a politician)
281540744,0.187888281,0.027984128,0.011392902,0.016591227,Daniel Webster,R,Daniel Webster - Republican
281610530,0.437356125,0.250373008,0.276663727,-0.02629072,Varney & Co.,R,Varney & Co. - Fox Business Network show (Not a political entity)
282709571,-0.206777562,-0.090711014,-0.097357915,0.006646901,john mclaughlin,R,John McLaughlin - Information not available (may refer to various individuals)
2836421,-0.190871685,-0.323095247,-0.275532514,-0.047562733,MSNBC,D,MSNBC - News network (Not a political entity)
2852998461,0.179373439,0.021628271,0.002487398,0.019140873,Rep. Bruce Westerman,R,Rep. Bruce Westerman - Republican
2853793517,-0.180314836,-0.015449022,-0.024172133,0.008723111,Sen. Murphy Office,D,"Sen. Murphy Office - Chris Murphy, Democrat (Senator)"
2854727706,0.550669418,0.05354817,0.042171418,0.011376752,Bill Cunningham,R,Bill Cunningham - Radio host and former politician (Not a politician)
2856787757,0.292679829,0.078951226,0.076088744,0.002862482,Joni Ernst,R,Joni Ernst - Republican (Senator)
28599820,-0.185709555,-0.051975588,-0.062667153,0.010691565,Rep. Diana DeGette,D,Rep. Diana DeGette - Democrat
28602948,-0.192005404,-0.047141334,-0.057763163,0.01062183,Raul M. Grijalva,D,Raul M. Grijalva - Democrat
2861616083,0.184185171,0.028204859,0.009691797,0.018513062,Gary Palmer,R,Gary Palmer - Republican
2862577383,0.483035106,0.061182698,0.046085974,0.015096724,Rep. Ken Buck,R,Rep. Ken Buck - Republican
28628850,0.598636305,0.483731322,0.552385626,-0.068654303,GregGutfeld,R,Greg Gutfeld - Political commentator and television host (Not a politician)
2863006655,-0.191505284,-0.043338206,-0.053665684,0.010327478,Brenda Lawrence,D,Brenda Lawrence - Democrat
28785486,-0.150384713,-0.311310304,-0.233763173,-0.07754713,ABC News,D,ABC News - News network (Not a political entity)
2891210047,0.128090197,0.025642269,0.014883179,0.010759089,Sen. Dan Sullivan,R,Sen. Dan Sullivan - Republican (Senator)
289548939,0.256934745,0.092549311,0.103193817,-0.010644506,Bari Weiss,R,Bari Weiss - Political commentator and writer (Not a politician)
2914163523,0.25158447,0.041955421,0.023357287,0.018598134,Rep. Barry Loudermilk,R,Rep. Barry Loudermilk - Republican
2916086925,-0.192074395,-0.03641779,-0.048493853,0.012076063,Rep. Alma Adams,D,Rep. Alma Adams - Democrat
29201047,-0.180026586,-0.162121696,-0.156756318,-0.005365378,Senator Jeff Merkley,D,Senator Jeff Merkley - Democrat (Senator)
29216764,0.503084099,0.251561024,0.280087805,-0.028526781,Judge Napolitano,R,Judge Napolitano - Fox News legal analyst (Not a politician)
292383343,-0.107699146,-0.007902776,-0.015566579,0.007663802,David Gold,R,David Gold - Information not available (may refer to various individuals)
2929491549,0.357658905,0.060575402,0.040031967,0.020543435,Brian Babin,R,Brian Babin - Republican
2930635215,0.044654215,0.008751048,-0.007927459,0.016678507,Rep. Dan Newhouse,R,Rep. Dan Newhouse - Republican
293131808,-0.180802414,-0.144548527,-0.139873397,-0.00467513,Senator Patty Murray,D,Senator Patty Murray - Democrat (Senator)
2937635811,-0.084529434,-0.001333489,-0.009331638,0.007998148,Karen Clifford,NA,Karen Clifford - Information not available (may refer to various individuals)
29442313,-0.200272721,-0.411608005,-0.347834062,-0.063773942,Bernie Sanders,D,Bernie Sanders - Democrat (Senator)
29501253,-0.204351656,-0.349152397,-0.313543934,-0.035608463,Adam Schiff,D,Adam Schiff - Democrat
2951574214,0.172459458,0.018989772,0.002725214,0.016264558,Rep. Garret Graves,R,Rep. Garret Graves - Republican
2953974395,0.149956824,0.023016084,0.005455035,0.017561049,French Hill,R,French Hill - Republican
2955485182,0.159512712,0.022279775,0.008966171,0.013313604,Senator Mike Rounds,R,Senator Mike Rounds - Republican (Senator)
296245061,0.165770113,0.018523954,0.001175361,0.017348592,Rep. Adrian Smith,R,Rep. Adrian Smith - Republican
2962813893,0.532220782,0.20280032,0.215774457,-0.012974137,Rep. Elise Stefanik,R,Rep. Elise Stefanik - Republican
2962868158,-0.225794665,-0.096001137,-0.105584287,0.009583149,Rep. Don Beyer,D,Rep. Don Beyer - Democrat
2962923040,0.089891535,0.011013908,0.010121176,8.93E-04,Senator Ben Sasse,R,Senator Ben Sasse - Republican
296361085,0.220078462,0.054913166,0.048509556,0.00640361,Senator John Thune,R,Senator John Thune - Republican
2964174789,0.1843266,0.049017348,0.045128134,0.003889214,Senator Thom Tillis,R,Senator Thom Tillis - Republican
2964287128,0.203377988,0.034212511,0.017588681,0.01662383,Rick W. Allen,R,Rick W. Allen - Republican
2964526557,0.315243933,0.041637673,0.024914387,0.016723286,Rep. Alex Mooney,R,Rep. Alex Mooney - Republican
2964877294,0.167295192,0.022947424,0.004902143,0.018045282,Rep. Mike Bost,R,Rep. Mike Bost - Republican
2966570782,-0.188416481,-0.072677455,-0.080919001,0.008241546,Ruben Gallego,D,Ruben Gallego - Democrat
2966765501,0.071509797,0.009562974,-0.0039005,0.013463474,John Katko,R,John Katko - Republican
2968007206,-0.190423834,-0.036454776,-0.047865941,0.011411165,Mark DeSaulnier,D,Mark DeSaulnier - Democrat
2968451607,-0.238455953,-0.067360557,-0.077999361,0.010638804,Rep. Bonnie Watson Coleman,D,Rep. Bonnie Watson Coleman - Democrat
2970279814,-0.222565743,-0.094280667,-0.100582275,0.006301608,Rep. Debbie Dingell,D,Rep. Debbie Dingell - Democrat
2970462034,-0.14774915,-0.039272744,-0.051129112,0.011856367,Archived: U.S. Rep Kathleen Rice,D,Archived: U.S. Rep Kathleen Rice - Democrat
2973870195,0.25379224,0.044848867,0.026935055,0.017913812,Buddy Carter,R,Buddy Carter - Republican
2975091705,0.441517592,0.11707644,0.105963485,0.011112955,Rep. Jody Hice,R,Rep. Jody Hice - Republican
2976606250,0.219514119,0.02928179,0.010790729,0.018491062,Rep. Glenn Grothman,R,Rep. Glenn Grothman - Republican
29766367,0.211020886,0.026500299,0.009330781,0.017169519,Rep. Sam Graves,R,Rep. Sam Graves - Republican
2984243591,0.565027689,0.041693645,0.030815437,0.010878208,John Derbyshire,R,John Derbyshire - Political commentator (Not a politician)
299883942,0.202786524,0.025755254,0.007289792,0.018465462,Cong. Steven Palazzo,R,Cong. Steven Palazzo - Republican
3018670151,-0.144132758,-0.025752805,-0.038571883,0.012819078,Rep. Pete Aguilar,D,Rep. Pete Aguilar - Democrat
30216513,-0.117626539,-0.03609261,-0.04919623,0.01310362,Congressman Brad Sherman,D,Congressman Brad Sherman - Democrat
3026622545,0.044319708,0.002495814,-0.010826262,0.013322076,Rep. Aumua Amata🇦🇸,R,Rep. Aumua Amata____ - Republican (Delegate to Congress for American Samoa)
30354991,-0.217753299,-0.49370876,-0.420743221,-0.072965539,Kamala Harris,D,Kamala Harris - Democrat (Vice President)
303861808,-0.136042669,-0.036061189,-0.047676402,0.011615212,Rep. Mike Thompson,D,Rep. Mike Thompson - Democrat
3044993235,-0.263506371,-0.066525082,-0.072910338,0.006385256,Rep. Ted Lieu,D,Rep. Ted Lieu - Democrat
30534986,0.39422785,0.071882299,0.062845454,0.009036845,Mickey Kaus,R,Mickey Kaus - Political commentator (Not a politician)
305620929,-0.125367446,-0.01950814,-0.033028085,0.013519945,Dutch Ruppersberger,D,Dutch Ruppersberger - Democrat
30864583,0.151376131,0.048139355,0.048847757,-7.08E-04,American Enterprise Institute,R,American Enterprise Institute - Think tank (Not a political entity)
30865013,0.557729204,0.076651041,0.067991257,0.008659785,Joe the Plumber,R,Joe the Plumber - Political commentator and activist (Not a politician)
3091316093,-0.19957435,-0.021930792,-0.031638935,0.009708143,Rep. Seth Moulton,D,Rep. Seth Moulton - Democrat
3093242123,0.557054532,0.111522067,0.112484363,-9.62E-04,Heather Mac Donald,R,Heather Mac Donald - Political commentator and writer (Not a politician)
310310133,-0.159630424,-0.030232767,-0.044126172,0.013893406,Rep. Stephen Lynch,D,Rep. Stephen Lynch - Democrat
31047836,0.652860702,0.339645105,0.371394678,-0.031749573,Michael Knowles,R,Michael Knowles - Political commentator and author (Not a politician)
3108351,-0.136495914,-0.264101848,-0.183239422,-0.080862425,The Wall Street Journal,D,The Wall Street Journal - News outlet (Not a political entity)
312134473,-0.158470798,-0.048868089,-0.058212501,0.009344411,Rep. Linda Sánchez,D,Rep. Linda S�nchez - Democrat
3122099613,-0.118025267,-0.015282649,-0.027324112,0.012041463,Congressman Donald Norcross 🇺🇸🇺🇦,D,Congressman Donald Norcross ________ - Democrat
312673453,-0.136209113,-0.008043832,-0.015966491,0.007922659,Jimmy Soni,I,Jimmy Soni - Political commentator and author (Not a politician)
3142696044,0.318646063,0.026939881,0.013599448,0.013340433,Tony Fabrizio,R,Tony Fabrizio - Republican pollster and strategist
31583882,-0.259586314,-0.119861409,-0.118583284,-0.001278125,GLAAD,D,GLAAD - LGBTQ advocacy organization (Not a political entity)
31611298,-0.223524391,-0.089949294,-0.102470168,0.012520873,Jim Himes 🇺🇸🇺🇦,D,Jim Himes ________ - Democrat (Member of the U.S. House of Representatives)
316389142,-0.237764241,-0.344740209,-0.310354752,-0.034385457,John Oliver,D,John Oliver - Comedian and television host (Not a politician)
317234761,0.308960199,0.056816428,0.058980735,-0.002164307,Chuck Norris,R,Chuck Norris - Actor and martial artist (Not a politician)
31801993,-0.13522924,-0.03678763,-0.048488767,0.011701137,Rep. Frank Pallone,D,Rep. Frank Pallone - Democrat (Member of the U.S. House of Representatives)
32353291,-0.157617895,-0.032674409,-0.036847437,0.004173028,The Economist US,D,The Economist US - News outlet (Not a political entity)
3244305970,-0.178915417,-0.060602203,-0.070895953,0.01029375,Eliot A Cohen,I,Eliot A. Cohen - Political commentator and author (Not a politician)
